,AF3_Delta,AF3_Theta,AF3_Alpha,AF3_Beta,AF3_Gamma,F7_Delta,F7_Theta,F7_Alpha,F7_Beta,F7_Gamma,F3_Delta,F3_Theta,F3_Alpha,F3_Beta,F3_Gamma,FC5_Delta,FC5_Theta,FC5_Alpha,FC5_Beta,FC5_Gamma,T7_Delta,T7_Theta,T7_Alpha,T7_Beta,T7_Gamma,P7_Delta,P7_Theta,P7_Alpha,P7_Beta,P7_Gamma,O1_Delta,O1_Theta,O1_Alpha,O1_Beta,O1_Gamma,O2_Delta,O2_Theta,O2_Alpha,O2_Beta,O2_Gamma,P8_Delta,P8_Theta,P8_Alpha,P8_Beta,P8_Gamma,T8_Delta,T8_Theta,T8_Alpha,T8_Beta,T8_Gamma,FC6_Delta,FC6_Theta,FC6_Alpha,FC6_Beta,FC6_Gamma,F4_Delta,F4_Theta,F4_Alpha,F4_Beta,F4_Gamma,F8_Delta,F8_Theta,F8_Alpha,F8_Beta,F8_Gamma,AF4_Delta,AF4_Theta,AF4_Alpha,AF4_Beta,AF4_Gamma
0,0.5385691167354469,0.001428891653838614,0.014211906314325022,0.24877480977727373,0.3472070402391433,0.6619184117181449,0.07124113592741851,0.0541244750631941,0.0880157748044873,0.08444631962869625,0.46988059290442075,0.018778755554572313,0.030110834180008702,0.23685161204698782,0.2710699064644522,0.495118772371591,0.1999671070949362,0.0936425345856917,0.16402034286332445,0.13218827578977238,0.6407494496890037,0.06047338557701637,0.04026111169388386,0.13177564251093932,0.10586758657854803,0.17706177872307557,0.21227635895035274,0.15240639570385475,0.3158374749471069,0.365968666841701,0.4861438001607504,0.09254764674483681,0.04235401625938846,0.22660794302659917,0.2639211983563548,0.44560409352616326,0.10401777115762631,0.02808102090131074,0.05972207778203918,0.07706001416958408,0.38297828581756277,0.1281718320361741,0.02128316242325382,0.15764422102465722,0.16267395934667692,0.42152862504149247,0.15065611485261343,0.05629036489600319,0.1975346237681646,0.2797963657574769,0.34174910267346703,0.32311660244769336,0.11346040284036303,0.23510460569538438,0.21560732823621384,0.6885979366261008,0.044619497863515496,0.047319253260028345,0.05700492256309324,0.0851276163839098,0.22825036649489192,0.2019329971034719,0.06579019824335103,0.36338824243167855,0.45935107054270996,0.03204007696794372,0.140408159757569,0.10948515273346597,0.3616130069353188,0.6378539287620799
1,0.450656845939149,0.06680884397257673,0.02873923704254093,0.2980343124525974,0.3798653616854888,0.9631076335733391,0.03431466633065566,0.011723564984530584,0.05357418094237307,0.07404661435914993,0.47728564560739567,0.21391664380727599,0.06908411413963962,0.10428948972877428,0.14584557235232198,0.6207134234853294,0.1480143744271329,0.019114848455686288,0.07376044388863802,0.09201648764832408,0.838894579934747,0.0519553036761055,0.0680282199954877,0.06397321973474755,0.071321526878053,0.5151531839798189,0.08580102842726885,0.13635446386746233,0.15857461166514436,0.16283249151567963,0.25758019443704044,0.1348186862870486,0.11072562716848688,0.2518945652503693,0.3555886847743101,0.4676474400102862,0.2783752166550363,0.03301629447137539,0.09330816972305322,0.08926567578346684,0.505497823122557,0.1996949414297694,0.054206583013591096,0.10584569065729428,0.10320505675353281,0.1404353674019087,0.2147062972665046,0.31950503697484184,0.1604234727037846,0.2032355830273247,0.785552502107881,0.02780022022413234,0.01711692917180405,0.08355251742534134,0.07807127854325953,1.0296528985553057,0.04447345001872239,0.020977236079281474,0.0402336074848128,0.055908341091828406,0.7003918926572096,0.017410878944903573,0.05795471895586713,0.2004632922821881,0.21545896741293544,0.16600111677706222,0.06257699817330241,0.05066934919284493,0.30175126472140706,0.6914128717687189
2,0.46071821476048863,0.23939745334859694,0.022753673829798714,0.24427547616015402,0.2725546759944195,0.6614105283786815,0.23504244472653543,0.0076716231367086095,0.02697010664574175,0.031905571690893884,0.3965095568431088,0.21990369241796265,0.08679672783469852,0.1345683383680296,0.14463280222181252,0.8164840474323998,0.1581712861715905,0.003785108468122589,0.02469969980834431,0.020997789625134575,0.719480497116909,0.11706024946115495,0.018461078243139546,0.08040602724392244,0.08563376786819009,0.26524255110030454,0.07245531857126088,0.2580659510473298,0.22058962581464625,0.30945376151965803,0.25771900927978886,0.2304198691207273,0.13690573187084348,0.16350764455227376,0.1878665645755806,0.40226185613603727,0.332277444740314,0.03267508384976181,0.09691015981455915,0.09110370316976045,0.35822429051362026,0.21639470747605227,0.09600848559699335,0.1401472763677146,0.13845081723004107,0.5416432073618005,0.2512661056464374,0.06658837278159252,0.08028361201988164,0.1162019944710817,0.785380478342921,0.09026230210270615,0.017231356536363297,0.06936834314592497,0.0680986350418183,0.7956633866444424,0.0230297591634757,0.013539893718470163,0.0640968815758343,0.06999099913744809,0.6654638178967276,0.16316682093716503,0.05168747726417649,0.051230592023872604,0.05653370146422089,0.5887655326220751,0.11120790226769418,0.057876017598111236,0.16994320377678526,0.17468895925225666
3,0.70346793009396,0.006472181966471108,0.014790383621957564,0.07184732104550887,0.1440678706339192,0.9159815310087027,0.004138453731809775,0.0019275841954584756,0.0019056076117905337,0.002853828494272065,0.8019188899513526,0.062462775491608453,0.0028021671518895373,0.02821857177614219,0.03594131772355984,0.5423069090905981,0.13546676824872084,0.038429992629061945,0.04540589545531567,0.05432499021260907,0.8012961365102528,0.04897463392318902,0.033744610557587554,0.035283249871084686,0.04873074073499678,0.6866785750670996,0.1368640971103689,0.02872249826011728,0.03870973171811115,0.04985252320667259,0.6349003649629887,0.07637659301457732,0.0867029653662596,0.11302944661969291,0.11100658530610481,0.6836168520367542,0.0658237424795028,0.03929262821399472,0.08032687272638582,0.08376209633471951,0.760179174876379,0.07737815642200216,0.013552414965538611,0.0631087877255958,0.06609471667592967,0.8174468329377602,0.054066785203875735,0.02002667461714751,0.01958451653291564,0.03228672549430898,0.8595254693193874,0.021032458702990278,0.018044214337381424,0.03329187113341349,0.03687233021568486,0.7346773378302156,0.1015611532212811,0.042288086934447904,0.03706228738049812,0.06978374127623534,0.8723571856857879,0.03170244236356716,0.02509271749301828,0.03424853101664839,0.039382149128783,0.6155258384932653,0.0675659083261715,0.05575093407887199,0.1859680749543306,0.2052125101515199
4,0.4413541363062205,0.13791789610612565,0.020426565861279902,0.21484825283206713,0.30022675025630796,0.7278782182281154,0.0936120317451445,0.006625765974470926,0.02140828149669824,0.02444457998768997,0.0903809193170874,0.5714347604344368,0.08867383966157502,0.10081781902919683,0.12082029820860561,0.5725488149006835,0.25646773351442714,0.027969234886468755,0.03860392361010901,0.028719305512827604,0.8008942787672039,0.018173966501822583,0.016716335937203165,0.10238834695221453,0.07362289469194541,0.3665528509756987,0.16319018851566053,0.08199711432263179,0.24963341381239004,0.25281643676689214,0.26571618470019076,0.23741341454743572,0.1325343594520197,0.25454815735677727,0.30652882722754676,0.11806540545025136,0.5142892303001356,0.0786672629533149,0.24283128304019605,0.23702788432906033,0.2812273206511457,0.44108600729291486,0.027080807656790516,0.15874307008944916,0.14470078964923222,0.26720799686570823,0.19585759448216394,0.18563275090551348,0.1716427029324806,0.24963432321368312,0.4306783314491305,0.1773222178757495,0.052328871979655876,0.18607771357920005,0.2070837178082576,0.7853849256487966,0.07844821877685978,0.027573839893063855,0.02989251134942936,0.0327328810409735,0.366978871529583,0.18734515985718703,0.0815416005344782,0.19261430913424674,0.1860618656207648,0.15172737033768852,0.13958503247695161,0.038863466087229355,0.43183210302002856,0.5453684472862349
5,0.6684223997509391,0.04904795909123959,0.021562799108901378,0.24620698584353384,0.2844340618060348,0.9987536270528983,0.009972150568075603,0.005675774307604595,0.008896883552694704,0.00893160882867064,0.5225218029145081,0.18588747986226323,0.058915188087613535,0.12031060287370267,0.1152334738486016,0.7952635169088849,0.09239529937891708,0.02043515267898299,0.06446114418791292,0.06703703192153614,0.827983803785836,0.03197027347589531,0.04406034627642223,0.04898273299459367,0.05468086777586584,0.27902001306361396,0.29715508331468204,0.197305793790525,0.10049491982077863,0.08969803158354621,0.3730956991047015,0.2894331964947162,0.1358294784410916,0.0928032640992966,0.08531361086174573,0.15894615255864294,0.48949809686197926,0.1426699583586028,0.12210744529678347,0.09826176651789635,0.35963089492324285,0.4072206914887053,0.04864853925602807,0.1245221137384982,0.13921087393070974,0.32639180293831405,0.11033166421303853,0.16740013650219202,0.3183455835149143,0.3359683537350999,0.25132425726009827,0.20533911123450052,0.15070451246523103,0.20137540436644238,0.21061313543478044,0.9536562523810583,0.020708551574404783,0.018943435719075967,0.01891152411996262,0.022624444457689748,0.4279570623729878,0.1719808165821725,0.048922481124949534,0.15714880093887942,0.21688810199833408,0.5905610954948122,0.07624159882871809,0.008571633707269148,0.24355738151769907,0.275863164099812
6,0.4368887413036816,0.017688026159661512,0.04243840115259051,0.34786273430805636,0.4026568914884491,0.9232222016985221,0.016900558258634645,0.0039257051892562745,0.023800342242058972,0.02245144709489441,0.5361019094134258,0.09280149371594086,0.044283212321979314,0.18994990966706066,0.1990626008418786,0.6580285426310728,0.02171971756354657,0.06262402847098233,0.1687977065594131,0.15801080854358462,0.890874522386776,0.05781983956511655,0.038628549176312886,0.11724736067097767,0.10597663676430835,0.47985732080683563,0.09441347280777797,0.08248709976176591,0.17395110412909662,0.1834433048103333,0.5490004309046802,0.09737427328068425,0.06013544569666128,0.10803300910885073,0.1578073106709261,0.6535926595373313,0.0212174012074084,0.09890186961410151,0.08095473073182652,0.08699108112283953,0.5988673864829712,0.15171225810356248,0.0918804123811657,0.08892807805086554,0.11491302876132709,0.4280250922523413,0.06382253387170837,0.23065422337959282,0.20790710824153982,0.2289186049704615,0.4889769242259794,0.07897341071721005,0.04526547138499112,0.23184049740428894,0.24759502502507383,0.49132461336648564,0.08997477008095828,0.07301194931201947,0.14494153553678527,0.1375185515490836,0.4141103617985297,0.020420287435158672,0.09963445459373081,0.3937406559787512,0.49354077503331734,0.7804877206096459,0.01668833644570937,0.021157051653564546,0.14639917132789732,0.14329231224257077
7,0.47193691512047,0.09907208090635844,0.062375854132264756,0.23916173968253585,0.2963379075547129,0.4867972937635527,0.19886388129644494,0.016958385765536838,0.06904830059250648,0.08848575768407765,0.4797557510926712,0.1335746370792261,0.05354689586434124,0.23800456388577598,0.2799537228151023,0.7417144005112861,0.05809537359770311,0.03184798679688718,0.06675142411021305,0.07886398652231826,0.2701899441151897,0.14719458414140782,0.11792499374206418,0.17882181648645695,0.2072859492489792,0.5251136784205225,0.10083154381542064,0.062038717972207266,0.21714559125400426,0.23536746364268774,0.3444293515827638,0.23601426009106125,0.10544889795903409,0.1305654182159712,0.1787941554898973,0.20097444529041833,0.13498517313881433,0.1268646062832652,0.09955260510233402,0.14086339424138125,0.33315997865801916,0.09296025354768293,0.04754326855777811,0.2564018079090983,0.3039348925216227,0.3846724494152738,0.10464569316880143,0.03812183463111944,0.23141401468147163,0.22778282540109498,0.6234240875417626,0.1392240205161261,0.02616028513724968,0.08898584191687388,0.10079500387032696,0.7109665470649281,0.08662200321111872,0.04316745002183764,0.05765096613928172,0.0693607748766251,0.7533152663209408,0.08629786943821213,0.07222791428331457,0.04960934756794866,0.05235582083413692,0.41413917872393785,0.1441604916805824,0.100451943679802,0.17171497880844805,0.29710381467871766
8,0.8340237321371905,0.007938854353779778,0.015028929481569975,0.11167571364105078,0.13158839068125122,0.7931357013048708,0.02391950810046828,0.018582265291972478,0.04815981880131273,0.04548065073074034,0.24392782718026887,0.12963122093643312,0.06874561218809824,0.37418336618781106,0.3557068680541469,0.720094010731141,0.07256856008925856,0.04024612789167124,0.09077039319251524,0.07399683817245843,0.837790974267844,0.03383844769334142,0.01582111794576835,0.03434829697724846,0.05221180040382102,0.7555730810496118,0.012374278225762494,0.05081532809613044,0.15312671525454338,0.17024583134772936,0.6183401577107496,0.10194890048789765,0.03544684542368235,0.16417697105505663,0.19212599983353132,0.27825421878870027,0.26676027761525894,0.05260317441779407,0.2173087892807341,0.23068694379227342,0.09635313112955923,0.10442192558136545,0.2384845468535891,0.3764990423526865,0.3378844890392957,0.5445390365158836,0.09153452027371094,0.10045189639147652,0.15390471152679083,0.14616368029284418,0.3144059575337791,0.11637908006242201,0.1282501136702967,0.2817471370875199,0.3128477455729975,0.8389450835099612,0.04733355930046599,0.02473823449533448,0.06615486682922934,0.08003751675853629,0.45284270390588266,0.08227015226890405,0.11242739770803158,0.20209273205728884,0.20864621403585312,0.3656029358727881,0.03971928358937693,0.04872909996785803,0.44580717608916814,0.4720094764515809
9,0.6151288752338441,0.08170361214555469,0.03874678566934449,0.11179797855043094,0.2095185487496028,0.9527350686701548,0.008055763944173688,0.0034013887450762663,0.0046513108177526005,0.006450151807308592,0.3449085125791181,0.2965004651927564,0.043725517859322445,0.0790862518958672,0.14938006307112106,0.6262312184168551,0.0647139670781281,0.0663229710665998,0.15962348293622453,0.16821488783782712,0.7165049184438874,0.09482495996117168,0.022222434679930153,0.13071843343655076,0.1777015522662471,0.7077872522455246,0.046218533619028376,0.12449772253925157,0.06437958083116922,0.06980666214904209,0.48119941127481813,0.12543559881762126,0.08477648574588527,0.08852167930910214,0.06913043783431709,0.2807594242882786,0.2717158791898773,0.08671268016882121,0.11065343114633724,0.10385175141090239,0.46356034825450515,0.11241067926188585,0.10261488773289096,0.08185287635138486,0.08206279425181758,0.3253037522264947,0.15602068074819395,0.20207178394376277,0.17723997263447255,0.21016872526867603,0.5591254438496144,0.14271716517321095,0.04630413513309342,0.10448863753066218,0.10720429996302731,0.8286563132240559,0.11432046032311968,0.023774811315308435,0.015200185708095082,0.022165660431293758,0.35974663483070884,0.08729129899407552,0.07036752994522393,0.3076085855130982,0.36461496738604265,0.40181278378062385,0.08680334218289769,0.1081943207547123,0.27362127593458657,0.3230614048631868
